customer_id,customer_city,occupation,income_bucket,joining_date,customer_tenure_months,primary_card_type,preferred_rewards_category,avg_monthly_spend,spend_segment
CUST0001856,Hyderabad,Salaried,30L+,2018-09-01,95.0,Commercial,Fuel,117612.77,Very High
CUST0001857,Delhi,Salaried,15L-30L,2021-01-05,67.0,Consumer,Health,8904.626666666667,Medium
CUST0001858,Mysuru,Self-employed,3L-7L,2019-09-26,82.0,Commercial,Fuel,13352.079999999998,Medium
CUST0001859,Visakhapatnam,Government Employee,<3L,2023-01-21,43.0,Commercial,Travel,12702.06,Medium
CUST0001860,Chennai,Business Owner,3L-7L,2023-04-11,40.0,Corporate,Travel,15813.702000000001,Medium
CUST0001861,Nagpur,Government Employee,7L-15L,2022-02-28,53.0,Consumer,Shopping,17551.762,Medium
CUST0001862,Kolkata,Salaried,3L-7L,2019-09-22,82.0,Consumer,Travel,9325.803333333331,Medium
CUST0001863,Chennai,Retired,7L-15L,2020-05-11,75.0,Consumer,Dining,11400.147142857142,Medium
CUST0001864,Chennai,Retired,7L-15L,2021-05-02,63.0,Commercial,Fuel,5266.601666666667,Medium
CUST0001865,Hyderabad,Retired,<3L,2023-05-07,39.0,Consumer,Fuel,14955.745,Medium
CUST0001866,Jaipur,Salaried,7L-15L,2024-04-01,28.0,Consumer,Shopping,25692.65166666667,High
CUST0001867,Kolkata,Salaried,15L-30L,2023-08-29,35.0,Corporate,Travel,20116.2,High
CUST0001868,Ahmedabad,Business Owner,3L-7L,2020-06-21,74.0,Consumer,Travel,6345.3125,Medium
CUST0001869,Hyderabad,Self-employed,15L-30L,2018-10-05,94.0,Corporate,General/cashback,27314.051428571423,High
CUST0001870,Ranchi,Freelancer,<3L,2018-08-22,95.0,Consumer,Travel,804.2266666666668,Low
CUST0001871,Kochi,Salaried,<3L,2019-11-22,80.0,Consumer,General/cashback,4695.95,Low
CUST0001872,Agra,Business Owner,15L-30L,2021-11-12,57.0,Commercial,Shopping,47995.25428571429,High
CUST0001873,Delhi,Salaried,30L+,2020-03-02,77.0,Consumer,Travel,81996.52,Very High
CUST0001874,Surat,Self-employed,3L-7L,2024-01-17,31.0,Consumer,Health,3564.1220000000003,Low
CUST0001875,Coimbatore,Salaried,7L-15L,2022-05-03,51.0,Consumer,Fuel,34923.452000000005,High
CUST0001876,Chennai,Retired,15L-30L,2023-01-20,43.0,Corporate,Travel,11839.300000000001,Medium
CUST0001877,Bengaluru,Salaried,7L-15L,2018-08-29,95.0,Consumer,Shopping,9167.984,Medium
CUST0001878,Visakhapatnam,Business Owner,3L-7L,2021-02-11,66.0,Commercial,Travel,2786.713333333333,Low
CUST0001879,Hyderabad,Salaried,3L-7L,2018-11-12,93.0,Commercial,Dining,3328.66,Low
CUST0001880,Kolkata,Salaried,3L-7L,2019-09-28,82.0,Consumer,Shopping,15106.6575,Medium
CUST0001881,Chennai,Self-employed,15L-30L,2020-01-31,78.0,Consumer,Dining,32152.741428571433,High
CUST0001882,Hyderabad,Salaried,15L-30L,2023-04-28,39.0,Corporate,General/cashback,24835.635,High
CUST0001883,Kochi,Self-employed,3L-7L,2023-12-17,32.0,Consumer,Health,22553.531666666666,High
CUST0001884,Mumbai,Salaried,3L-7L,2023-02-14,42.0,Consumer,Health,1801.9800000000002,Low
CUST0001885,Chennai,Freelancer,3L-7L,2019-07-16,85.0,Consumer,General/cashback,10287.756666666666,Medium
CUST0001886,Nagpur,Government Employee,7L-15L,2018-12-18,92.0,Consumer,Dining,5175.726000000001,Medium
CUST0001887,Bengaluru,Freelancer,30L+,2020-04-13,76.0,Commercial,Travel,53347.73,High
CUST0001888,Hyderabad,Salaried,7L-15L,2019-03-16,89.0,Consumer,Health,34292.968,High
CUST0001889,Bengaluru,Self-employed,15L-30L,2023-12-24,31.0,Commercial,General/cashback,18301.146666666664,Medium
CUST0001890,Mumbai,Salaried,7L-15L,2019-01-02,91.0,Consumer,Travel,17816.451666666668,Medium
CUST0001891,Kolkata,Self-employed,7L-15L,2023-10-13,34.0,Consumer,Dining,15261.753333333332,Medium
CUST0001892,Mumbai,Government Employee,7L-15L,2023-05-19,39.0,Consumer,Travel,11137.476666666667,Medium
CUST0001893,Hyderabad,Salaried,3L-7L,2019-07-07,85.0,Consumer,Dining,13024.465,Medium
CUST0001894,Madurai,Salaried,3L-7L,2018-11-26,92.0,Consumer,Fuel,937.7933333333332,Low
CUST0001895,Patna,Government Employee,7L-15L,2023-06-26,37.0,Consumer,Shopping,2266.812,Low
CUST0001896,Hyderabad,Self-employed,3L-7L,2022-05-29,50.0,Consumer,General/cashback,6759.7266666666665,Medium
CUST0001897,Chennai,Salaried,7L-15L,2019-07-14,85.0,Consumer,Shopping,7820.596,Medium
CUST0001898,Kolkata,Retired,30L+,2021-05-12,63.0,Corporate,Dining,59295.83999999999,High
CUST0001899,Coimbatore,Salaried,15L-30L,2022-01-10,55.0,Commercial,Shopping,42372.20166666667,High
CUST0001900,Bhopal,Government Employee,7L-15L,2021-09-20,59.0,Consumer,Fuel,9353.198333333336,Medium
CUST0001901,Delhi,Salaried,7L-15L,2022-09-06,47.0,Consumer,General/cashback,1882.61,Low
CUST0001902,Delhi,Student,15L-30L,2018-08-20,96.0,Corporate,General/cashback,44616.16166666666,High
CUST0001903,Pune,Government Employee,3L-7L,2021-04-23,63.0,Consumer,Shopping,4604.6025,Low
CUST0001904,Visakhapatnam,Salaried,3L-7L,2022-11-12,45.0,Corporate,Dining,1044.9866666666665,Low
CUST0001905,Visakhapatnam,Student,3L-7L,2019-02-15,90.0,Consumer,Dining,12181.693333333335,Medium
CUST0001906,Delhi,Salaried,7L-15L,2018-10-03,94.0,Commercial,Health,8087.360000000001,Medium
CUST0001907,Lucknow,Government Employee,7L-15L,2024-01-15,31.0,Commercial,Health,10761.955,Medium
CUST0001908,Bengaluru,Business Owner,15L-30L,2018-09-30,94.0,Commercial,General/cashback,15756.965714285714,Medium
CUST0001909,Nagpur,Salaried,7L-15L,2018-09-11,95.0,Commercial,Fuel,7480.7325,Medium
CUST0001910,Patna,Self-employed,30L+,2018-12-29,91.0,Commercial,Dining,84411.22142857143,Very High
CUST0001911,Kolkata,Salaried,7L-15L,2023-07-30,36.0,Consumer,Health,6041.313333333334,Medium
CUST0001912,Delhi,Business Owner,15L-30L,2022-04-22,51.0,Corporate,Dining,18669.223333333335,Medium
CUST0001913,Lucknow,Business Owner,<3L,2019-04-17,88.0,Consumer,Shopping,5324.354,Medium
CUST0001914,Delhi,Self-employed,3L-7L,2022-03-14,53.0,Consumer,General/cashback,30156.807999999997,High
CUST0001915,Bhopal,Government Employee,7L-15L,2021-11-02,57.0,Consumer,General/cashback,5897.763333333333,Medium
CUST0001916,Chennai,Retired,15L-30L,2023-03-19,41.0,Corporate,Health,11472.825000000003,Medium
CUST0001917,Visakhapatnam,Self-employed,3L-7L,2021-12-08,56.0,Consumer,Fuel,3129.895,Low
CUST0001918,Hyderabad,Business Owner,7L-15L,2021-08-09,60.0,Corporate,Travel,17777.837499999998,Medium
CUST0001919,Bengaluru,Salaried,7L-15L,2022-01-03,55.0,Consumer,Travel,13439.460000000001,Medium
CUST0001920,Chennai,Student,7L-15L,2022-12-12,44.0,Corporate,Health,17315.280000000002,Medium
CUST0001921,Mumbai,Government Employee,3L-7L,2023-11-23,32.0,Consumer,Dining,2710.318333333333,Low
CUST0001922,Hyderabad,Retired,3L-7L,2020-09-16,71.0,Consumer,Dining,4572.4925,Low
CUST0001923,Kochi,Freelancer,3L-7L,2024-01-18,31.0,Consumer,Dining,5425.115000000001,Medium
CUST0001924,Bengaluru,Salaried,15L-30L,2019-04-15,88.0,Consumer,Dining,20552.028571428567,High
CUST0001925,Delhi,Salaried,15L-30L,2023-12-28,31.0,Consumer,Travel,52150.25,High
CUST0001926,Delhi,Self-employed,3L-7L,2018-10-20,94.0,Consumer,General/cashback,3554.946000000001,Low
CUST0001927,Delhi,Salaried,3L-7L,2021-02-19,66.0,Consumer,General/cashback,3614.67,Low
CUST0001928,Visakhapatnam,Self-employed,7L-15L,2021-10-30,57.0,Corporate,Shopping,6717.78,Medium
CUST0001929,Bhubaneswar,Salaried,3L-7L,2019-05-31,86.0,Consumer,Fuel,909.0771428571428,Low
CUST0001930,Mumbai,Freelancer,15L-30L,2021-11-12,57.0,Commercial,Travel,21944.433333333334,High
CUST0001931,Chandigarh,Business Owner,3L-7L,2023-08-08,36.0,Corporate,Dining,3798.4900000000002,Low
CUST0001932,Indore,Salaried,15L-30L,2021-05-17,63.0,Consumer,General/cashback,46569.505000000005,High
CUST0001933,Madurai,Freelancer,<3L,2021-07-13,61.0,Consumer,Fuel,1907.5900000000001,Low
CUST0001934,Chennai,Salaried,30L+,2019-01-10,91.0,Consumer,General/cashback,58285.19666666668,High
CUST0001935,Chennai,Salaried,15L-30L,2021-05-12,63.0,Consumer,Travel,63840.945,Very High
CUST0001936,Kolkata,Self-employed,15L-30L,2023-12-14,32.0,Consumer,Travel,41575.27,High
CUST0001937,Visakhapatnam,Salaried,30L+,2022-06-01,50.0,Consumer,Travel,49396.45333333333,High
CUST0001938,Indore,Salaried,7L-15L,2022-08-10,48.0,Consumer,Fuel,4840.181666666666,Low
CUST0001939,Kolkata,Salaried,3L-7L,2023-02-05,42.0,Consumer,Shopping,3187.562,Low
CUST0001940,Hyderabad,Salaried,7L-15L,2023-04-03,40.0,Consumer,Health,11353.864000000001,Medium
CUST0001941,Indore,Salaried,15L-30L,2023-12-14,32.0,Consumer,General/cashback,18022.371666666666,Medium
CUST0001942,Visakhapatnam,Self-employed,15L-30L,2019-11-01,81.0,Consumer,Travel,49269.57333333334,High
CUST0001943,Pune,Government Employee,7L-15L,2022-01-28,54.0,Consumer,Shopping,16022.050000000001,Medium
CUST0001944,Kochi,Salaried,7L-15L,2022-03-07,53.0,Commercial,Travel,12084.978333333333,Medium
CUST0001945,Pune,Salaried,3L-7L,2021-11-08,57.0,Commercial,Fuel,849.1899999999999,Low
CUST0001946,Kolkata,Salaried,3L-7L,2018-09-19,95.0,Consumer,Shopping,4683.923333333333,Low
CUST0001947,Ahmedabad,Salaried,7L-15L,2020-04-11,76.0,Consumer,Fuel,8412.914,Medium
CUST0001948,Chandigarh,Salaried,7L-15L,2018-08-17,96.0,Consumer,Shopping,29297.878000000004,High
CUST0001949,Mysuru,Self-employed,<3L,2020-11-14,69.0,Consumer,Health,2909.5499999999997,Low
CUST0001950,Kolkata,Freelancer,15L-30L,2019-03-18,89.0,Commercial,Travel,26144.838571428572,High
CUST0001951,Chennai,Freelancer,7L-15L,2018-12-11,92.0,Consumer,Travel,6259.464999999999,Medium
CUST0001952,Pune,Retired,7L-15L,2021-05-29,62.0,Consumer,Fuel,5161.4325,Medium
CUST0001953,Delhi,Retired,3L-7L,2021-07-05,61.0,Commercial,Fuel,13245.978333333333,Medium
CUST0001954,Chennai,Salaried,3L-7L,2018-11-30,92.0,Consumer,Fuel,9520.418,Medium
CUST0001955,Delhi,Salaried,15L-30L,2020-02-25,77.0,Consumer,Travel,28652.962,High
CUST0001956,Kolkata,Self-employed,15L-30L,2022-03-10,53.0,Consumer,Dining,38960.115,High
CUST0001957,Bengaluru,Business Owner,3L-7L,2022-07-12,49.0,Commercial,General/cashback,9646.403333333334,Medium
CUST0001958,Chennai,Business Owner,15L-30L,2022-02-04,54.0,Consumer,Travel,54612.71800000001,High
CUST0001959,Bhopal,Self-employed,15L-30L,2022-11-27,44.0,Consumer,Dining,16866.43333333333,Medium
CUST0001960,Hyderabad,Student,15L-30L,2021-08-15,60.0,Commercial,Dining,19395.756666666668,Medium
CUST0001961,Surat,Self-employed,7L-15L,2020-06-07,74.0,Consumer,Dining,9685.555,Medium
CUST0001962,Varanasi,Retired,3L-7L,2020-04-18,76.0,Consumer,Dining,14460.684,Medium
CUST0001963,Jaipur,Student,15L-30L,2024-03-02,29.0,Commercial,General/cashback,42092.228,High
CUST0001964,Bengaluru,Self-employed,7L-15L,2024-01-16,31.0,Consumer,Dining,8641.4,Medium
CUST0001965,Chennai,Salaried,3L-7L,2020-09-13,71.0,Consumer,General/cashback,8097.512000000001,Medium
CUST0001966,Lucknow,Salaried,3L-7L,2021-04-01,64.0,Consumer,Shopping,4020.9559999999997,Low
CUST0001967,Ahmedabad,Salaried,7L-15L,2024-01-30,30.0,Consumer,General/cashback,2819.274,Low
CUST0001968,Bengaluru,Government Employee,7L-15L,2018-09-15,95.0,Consumer,Dining,13785.505,Medium
CUST0001969,Kolkata,Student,30L+,2018-08-20,96.0,Commercial,Dining,129820.90333333334,Very High
CUST0001970,Jaipur,Salaried,3L-7L,2024-01-08,31.0,Consumer,Fuel,7534.768333333333,Medium
CUST0001971,Hyderabad,Salaried,15L-30L,2024-05-20,27.0,Consumer,Fuel,15726.519999999999,Medium
CUST0001972,Surat,Government Employee,30L+,2023-11-28,32.0,Consumer,Shopping,47467.84124999999,High
CUST0001973,Mumbai,Self-employed,3L-7L,2020-07-26,72.0,Consumer,Dining,2546.98,Low
CUST0001974,Chennai,Freelancer,<3L,2018-11-02,93.0,Consumer,Fuel,4453.105,Low
CUST0001975,Bhopal,Salaried,15L-30L,2022-01-08,55.0,Consumer,Dining,17775.815,Medium
CUST0001976,Hyderabad,Salaried,30L+,2019-07-03,85.0,Corporate,Dining,110226.23499999999,Very High
CUST0001977,Surat,Salaried,7L-15L,2023-03-05,41.0,Consumer,Health,8924.776,Medium
CUST0001978,Pune,Salaried,7L-15L,2024-05-31,26.0,Commercial,Shopping,12501.884999999998,Medium
CUST0001979,Chennai,Self-employed,7L-15L,2021-07-26,60.0,Consumer,General/cashback,15545.03,Medium
CUST0001980,Patna,Salaried,7L-15L,2021-10-01,58.0,Commercial,Health,5514.908,Medium
CUST0001981,Chennai,Government Employee,30L+,2018-07-11,97.0,Corporate,Shopping,92355.55,Very High
CUST0001982,Bhopal,Government Employee,3L-7L,2022-08-03,48.0,Consumer,Health,10193.846000000001,Medium
CUST0001983,Varanasi,Salaried,7L-15L,2021-11-11,57.0,Commercial,Health,10482.220000000001,Medium
CUST0001984,Chandigarh,Government Employee,7L-15L,2023-06-06,38.0,Consumer,Fuel,26177.959999999995,High
CUST0001985,Nagpur,Salaried,3L-7L,2022-01-18,55.0,Commercial,Dining,4961.63,Low
CUST0001986,Mumbai,Business Owner,3L-7L,2024-02-10,30.0,Consumer,Travel,3876.135,Low
CUST0001987,Delhi,Salaried,<3L,2022-05-22,50.0,Consumer,Shopping,3029.62,Low
CUST0001988,Kochi,Government Employee,30L+,2022-12-10,44.0,Corporate,General/cashback,94317.05714285714,Very High
CUST0001989,Bengaluru,Salaried,7L-15L,2022-03-08,53.0,Consumer,General/cashback,16747.111666666664,Medium
CUST0001990,Hyderabad,Self-employed,15L-30L,2020-07-23,72.0,Corporate,Travel,39384.442857142865,High
CUST0001991,Chandigarh,Student,<3L,2019-10-11,82.0,Consumer,Health,14697.248000000001,Medium
CUST0001992,Chennai,Salaried,15L-30L,2022-08-15,48.0,Consumer,Travel,36870.81166666667,High
CUST0001993,Delhi,Freelancer,7L-15L,2019-04-01,88.0,Consumer,Health,12134.203333333333,Medium
CUST0001994,Mumbai,Freelancer,30L+,2022-08-07,48.0,Consumer,Health,130188.33666666668,Very High
CUST0001995,Kolkata,Salaried,7L-15L,2023-12-15,32.0,Commercial,Fuel,9557.164999999999,Medium
CUST0001996,Surat,Salaried,15L-30L,2022-11-12,45.0,Corporate,General/cashback,25180.086,High
CUST0001997,Visakhapatnam,Government Employee,7L-15L,2022-12-31,43.0,Consumer,Shopping,23834.49166666667,High
CUST0001998,Delhi,Retired,7L-15L,2023-11-05,33.0,Consumer,Dining,5262.055,Medium
CUST0001999,Bengaluru,Salaried,30L+,2020-07-09,73.0,Corporate,Shopping,93389.27125000002,Very High
CUST0002000,Ahmedabad,Government Employee,7L-15L,2020-11-29,68.0,Consumer,Travel,4324.783333333333,Low
CUST0002001,Pune,Government Employee,30L+,2022-08-12,48.0,Consumer,Shopping,73026.31166666666,Very High
CUST0002002,Kolkata,Business Owner,<3L,2020-02-04,78.0,Corporate,Travel,1521.1525000000001,Low
CUST0002003,Patna,Government Employee,7L-15L,2023-02-10,42.0,Consumer,Shopping,8968.0,Medium
CUST0002004,Jaipur,Salaried,15L-30L,2018-08-16,96.0,Consumer,Dining,37321.761666666665,High
CUST0002005,Pune,Self-employed,30L+,2022-05-08,51.0,Commercial,General/cashback,70083.91166666665,Very High
CUST0002006,Madurai,Student,3L-7L,2023-01-29,42.0,Commercial,Fuel,32422.11,High
CUST0002007,Mumbai,Freelancer,7L-15L,2020-01-01,79.0,Consumer,Travel,15632.210000000001,Medium
CUST0002008,Ranchi,Salaried,7L-15L,2023-06-16,38.0,Consumer,Travel,11094.273333333333,Medium
CUST0002009,Ahmedabad,Business Owner,3L-7L,2018-09-30,94.0,Consumer,General/cashback,12590.132000000001,Medium
CUST0002010,Ahmedabad,Salaried,30L+,2020-03-27,76.0,Corporate,Dining,97407.16166666667,Very High
CUST0002011,Patna,Salaried,3L-7L,2023-03-16,41.0,Consumer,Shopping,12090.3125,Medium
CUST0002012,Ahmedabad,Salaried,<3L,2022-07-04,49.0,Consumer,Health,1281.2316666666666,Low
CUST0002013,Kolkata,Salaried,15L-30L,2018-09-13,95.0,Consumer,Shopping,29156.330000000005,High
CUST0002014,Hyderabad,Self-employed,7L-15L,2021-05-30,62.0,Consumer,Shopping,15612.558333333334,Medium
CUST0002015,Kochi,Salaried,3L-7L,2021-03-04,65.0,Corporate,General/cashback,18794.518333333333,Medium
CUST0002016,Lucknow,Freelancer,3L-7L,2020-03-24,76.0,Consumer,Dining,2263.1666666666665,Low
CUST0002017,Hyderabad,Government Employee,30L+,2022-11-25,44.0,Commercial,Travel,72933.27166666667,Very High
CUST0002018,Indore,Self-employed,7L-15L,2021-12-08,56.0,Consumer,General/cashback,16946.19,Medium
CUST0002019,Kochi,Salaried,30L+,2021-12-08,56.0,Commercial,Fuel,88270.21833333332,Very High
CUST0002020,Pune,Student,7L-15L,2022-03-22,52.0,Consumer,Shopping,25867.563333333335,High
CUST0002021,Mumbai,Salaried,3L-7L,2022-07-24,48.0,Consumer,General/cashback,9733.701666666666,Medium
CUST0002022,Kolkata,Self-employed,3L-7L,2021-10-26,57.0,Commercial,General/cashback,15254.793999999998,Medium
CUST0002023,Mumbai,Salaried,7L-15L,2019-10-06,82.0,Consumer,Dining,15086.855000000001,Medium
CUST0002024,Delhi,Retired,3L-7L,2021-09-18,59.0,Consumer,Shopping,9619.85,Medium
CUST0002025,Kolkata,Salaried,<3L,2023-11-25,32.0,Commercial,Shopping,11707.526666666665,Medium
CUST0002026,Delhi,Retired,7L-15L,2024-05-31,26.0,Commercial,Health,4018.0466666666666,Low
CUST0002027,Hyderabad,Student,15L-30L,2024-04-17,28.0,Consumer,Travel,13812.959999999997,Medium
CUST0002028,Kochi,Retired,7L-15L,2023-04-21,40.0,Consumer,Travel,11438.764,Medium
CUST0002029,Bengaluru,Government Employee,7L-15L,2019-12-01,80.0,Commercial,Dining,15274.77,Medium
CUST0002030,Madurai,Freelancer,3L-7L,2020-10-24,69.0,Consumer,Fuel,11393.166,Medium
CUST0002031,Patna,Retired,3L-7L,2022-05-10,51.0,Consumer,Shopping,18146.465,Medium
CUST0002032,Lucknow,Salaried,15L-30L,2024-04-25,27.0,Consumer,Fuel,26812.597999999998,High
CUST0002033,Dehradun,Government Employee,7L-15L,2022-06-23,49.0,Consumer,Shopping,17081.446666666667,Medium
CUST0002034,Visakhapatnam,Salaried,15L-30L,2022-10-13,46.0,Corporate,Travel,25822.07333333333,High
CUST0002035,Chennai,Salaried,3L-7L,2021-06-23,61.0,Consumer,General/cashback,13522.152000000002,Medium
CUST0002036,Chandigarh,Self-employed,7L-15L,2021-10-24,57.0,Commercial,Travel,6140.6720000000005,Medium
CUST0002037,Delhi,Student,15L-30L,2023-05-27,38.0,Commercial,Shopping,20948.928333333337,High
CUST0002038,Nagpur,Salaried,30L+,2021-10-21,58.0,Corporate,Travel,55040.85,High
CUST0002039,Kolkata,Self-employed,7L-15L,2023-09-15,35.0,Consumer,General/cashback,34162.4675,High
CUST0002040,Mumbai,Business Owner,7L-15L,2024-02-19,30.0,Consumer,Travel,16725.123333333333,Medium
CUST0002041,Hyderabad,Self-employed,15L-30L,2018-12-15,92.0,Commercial,General/cashback,17706.655000000002,Medium
CUST0002042,Bhubaneswar,Salaried,30L+,2019-03-30,88.0,Corporate,Fuel,90229.795,Very High
CUST0002043,Chennai,Self-employed,7L-15L,2018-07-14,97.0,Consumer,Shopping,23983.526,High
CUST0002044,Bengaluru,Business Owner,3L-7L,2023-11-19,33.0,Commercial,Shopping,20401.489999999998,High
CUST0002045,Bengaluru,Retired,15L-30L,2020-05-30,74.0,Consumer,Travel,17763.84,Medium
CUST0002046,Kolkata,Retired,15L-30L,2019-03-29,88.0,Consumer,Travel,32351.709999999995,High
CUST0002047,Coimbatore,Salaried,3L-7L,2022-01-16,55.0,Consumer,Travel,13579.563999999998,Medium
CUST0002048,Chandigarh,Salaried,3L-7L,2018-07-23,96.0,Consumer,Fuel,8184.385,Medium
CUST0002049,Kolkata,Salaried,7L-15L,2018-09-14,95.0,Commercial,Health,14586.106,Medium
CUST0002050,Bengaluru,Self-employed,15L-30L,2023-05-13,39.0,Corporate,Dining,29178.265,High
CUST0002051,Mumbai,Freelancer,7L-15L,2019-04-18,88.0,Corporate,Dining,49842.965,High
CUST0002052,Kolkata,Government Employee,3L-7L,2024-01-01,31.0,Commercial,Fuel,11492.929999999998,Medium
CUST0002053,Bhopal,Salaried,3L-7L,2023-07-02,37.0,Consumer,General/cashback,17455.326,Medium
CUST0002054,Indore,Government Employee,7L-15L,2023-09-14,35.0,Consumer,Dining,12582.990000000002,Medium
CUST0002055,Pune,Salaried,3L-7L,2018-08-13,96.0,Consumer,Travel,8071.583333333333,Medium
CUST0002056,Lucknow,Student,7L-15L,2019-05-18,87.0,Consumer,Health,13937.685999999998,Medium
CUST0002057,Kolkata,Self-employed,7L-15L,2022-10-06,46.0,Consumer,Fuel,33536.66,High
CUST0002058,Lucknow,Government Employee,3L-7L,2018-09-01,95.0,Corporate,General/cashback,4792.051666666666,Low
CUST0002059,Ahmedabad,Salaried,15L-30L,2023-08-30,35.0,Consumer,Travel,16320.383333333333,Medium
CUST0002060,Nagpur,Self-employed,<3L,2020-12-02,68.0,Commercial,Shopping,39705.153333333335,High
CUST0002061,Ahmedabad,Salaried,15L-30L,2019-04-22,87.0,Corporate,Travel,15466.796666666667,Medium
CUST0002062,Ranchi,Freelancer,7L-15L,2018-10-25,93.0,Consumer,Dining,14197.128333333334,Medium
CUST0002063,Kolkata,Retired,7L-15L,2023-02-10,42.0,Consumer,Health,15568.268333333335,Medium
CUST0002064,Mumbai,Government Employee,30L+,2019-11-13,81.0,Corporate,Travel,104915.43,Very High
CUST0002065,Hyderabad,Business Owner,3L-7L,2020-05-12,75.0,Consumer,General/cashback,3896.022,Low
CUST0002066,Ahmedabad,Salaried,15L-30L,2021-01-20,67.0,Consumer,Travel,33726.095,High
CUST0002067,Jaipur,Student,3L-7L,2019-08-28,83.0,Consumer,Fuel,34512.113333333335,High
CUST0002068,Jaipur,Salaried,30L+,2019-01-05,91.0,Corporate,General/cashback,75478.29999999999,Very High
CUST0002069,Indore,Business Owner,<3L,2023-07-19,37.0,Corporate,Travel,1489.475,Low
CUST0002070,Hyderabad,Salaried,7L-15L,2021-08-25,59.0,Consumer,General/cashback,32916.128000000004,High
CUST0002071,Kochi,Government Employee,3L-7L,2023-03-05,41.0,Commercial,Shopping,3545.25,Low
CUST0002072,Nagpur,Salaried,3L-7L,2021-12-25,55.0,Consumer,Dining,14088.510000000002,Medium
CUST0002073,Pune,Self-employed,3L-7L,2022-03-07,53.0,Commercial,General/cashback,11581.045,Medium
CUST0002074,Pune,Salaried,3L-7L,2020-02-29,77.0,Consumer,Health,9861.372,Medium
CUST0002075,Bengaluru,Business Owner,3L-7L,2020-10-09,70.0,Commercial,Health,14196.664285714285,Medium
CUST0002076,Pune,Salaried,<3L,2019-12-28,79.0,Consumer,Dining,21616.760000000002,High
CUST0002077,Bhopal,Retired,7L-15L,2020-03-30,76.0,Consumer,Travel,4084.61,Low
CUST0002078,Varanasi,Government Employee,3L-7L,2022-04-28,51.0,Consumer,Dining,2183.4466666666667,Low
CUST0002079,Lucknow,Retired,<3L,2020-08-11,72.0,Consumer,Fuel,3066.6225,Low
CUST0002080,Chennai,Self-employed,30L+,2021-08-09,60.0,Commercial,Travel,68473.0942857143,Very High
CUST0002081,Nagpur,Business Owner,7L-15L,2021-03-30,64.0,Consumer,Dining,19872.002,Medium
CUST0002082,Indore,Self-employed,3L-7L,2023-02-21,42.0,Commercial,Travel,17219.0625,Medium
CUST0002083,Chennai,Retired,7L-15L,2022-10-15,46.0,Consumer,Health,12122.765000000001,Medium
CUST0002084,Coimbatore,Salaried,7L-15L,2023-09-17,35.0,Commercial,Fuel,56458.19,High
CUST0002085,Delhi,Salaried,7L-15L,2023-06-23,37.0,Commercial,General/cashback,9608.096666666666,Medium
CUST0002086,Mumbai,Salaried,15L-30L,2022-05-04,51.0,Consumer,Travel,32850.583999999995,High
CUST0002087,Delhi,Self-employed,7L-15L,2023-04-29,39.0,Consumer,Dining,10061.751999999999,Medium
CUST0002088,Bengaluru,Government Employee,30L+,2021-07-03,61.0,Consumer,Dining,83067.58833333333,Very High
CUST0002089,Visakhapatnam,Salaried,7L-15L,2020-03-05,77.0,Consumer,Health,13386.835,Medium
CUST0002090,Pune,Business Owner,30L+,2023-06-28,37.0,Consumer,General/cashback,67190.85500000001,Very High
CUST0002091,Hyderabad,Salaried,7L-15L,2023-03-08,41.0,Consumer,Dining,15189.767142857143,Medium
CUST0002092,Kolkata,Salaried,15L-30L,2023-06-15,38.0,Consumer,Dining,27574.20833333334,High
CUST0002093,Pune,Retired,15L-30L,2019-08-15,84.0,Consumer,General/cashback,31697.725714285716,High
CUST0002094,Chennai,Government Employee,15L-30L,2023-09-08,35.0,Commercial,Fuel,20481.484285714283,High
CUST0002095,Delhi,Retired,<3L,2018-12-17,92.0,Consumer,Shopping,6027.277499999999,Medium
CUST0002096,Kochi,Self-employed,3L-7L,2019-03-29,88.0,Consumer,Dining,5668.626,Medium
CUST0002097,Delhi,Freelancer,3L-7L,2022-02-19,54.0,Consumer,General/cashback,4595.976,Low
CUST0002098,Chandigarh,Business Owner,3L-7L,2020-04-24,75.0,Consumer,General/cashback,8893.012857142858,Medium
CUST0002099,Bengaluru,Business Owner,30L+,2023-05-05,39.0,Consumer,Health,116590.16000000002,Very High
CUST0002100,Indore,Salaried,7L-15L,2023-07-23,36.0,Consumer,Dining,3868.7200000000003,Low
CUST0002101,Bhopal,Salaried,3L-7L,2020-07-04,73.0,Consumer,General/cashback,11790.9,Medium
CUST0002102,Delhi,Salaried,7L-15L,2020-07-04,73.0,Consumer,Shopping,16846.953333333335,Medium
CUST0002103,Delhi,Freelancer,3L-7L,2022-08-19,48.0,Consumer,Fuel,3066.4425,Low
CUST0002104,Bhubaneswar,Government Employee,7L-15L,2021-07-18,61.0,Consumer,General/cashback,12228.034,Medium
CUST0002105,Kolkata,Business Owner,30L+,2021-04-24,63.0,Corporate,Travel,93198.76,Very High
CUST0002106,Surat,Salaried,3L-7L,2021-01-27,66.0,Consumer,Shopping,15756.459999999997,Medium
CUST0002107,Mumbai,Freelancer,7L-15L,2022-09-27,46.0,Consumer,Dining,14839.273333333333,Medium
CUST0002108,Hyderabad,Salaried,30L+,2019-07-09,85.0,Commercial,Travel,67885.15499999998,Very High
CUST0002109,Ahmedabad,Government Employee,7L-15L,2020-11-06,69.0,Commercial,Shopping,9179.048333333332,Medium
